forecast log return,lower_ci_95,lower_ci_99,upper_ci_95,upper_ci_99,Actual Price,sign,Increased or Not,Prediction Accuracy
0.0002781498798026822,-0.008022465638347602,-0.010630708067483388,0.008578765397952966,0.011187007827088752,4003.19,P,True,Correct
-1.707352148761358e-05,-0.008318168513124757,-0.01092656160374936,0.008284021470149531,0.010892414560774135,4007.24,P,True,Correct
-0.00010632190284387129,-0.008407660796842933,-0.011016130527144142,0.008195016991155189,0.010803486721456397,4004.34,N,False,Correct
0.00023084704383207245,-0.008070678111681783,-0.01067920636959275,0.008532372199345929,0.011140900457256896,3974.27,N,False,Correct
0.0001467528645322175,-0.008155273857389185,-0.01076395971888778,0.008448779586453618,0.011057465447952216,3976.99,P,True,Correct
-0.00014329279784932645,-0.008445323674133955,-0.011054010841028085,0.008158738078435302,0.010767425245329433,3986.52,P,True,Correct
8.793039621242389e-05,-0.008214636845577269,-0.010823492550727964,0.008390497638002117,0.010999353343152812,3976.26,N,False,Correct
0.0002562750351705049,-0.008046388593587396,-0.010655274585718561,0.008558938663928407,0.011167824656059573,3983.25,P,True,Correct
-5.8089910155408525e-05,-0.008361072431700227,-0.010970058627207317,0.00824489261138941,0.0108538788068965,3985.49,P,True,Correct
-6.376431911718586e-05,-0.008367100970258692,-0.010976198441349802,0.008239572332024318,0.010848669803115428,3983.0,N,False,Correct
0.0002496166111035649,-0.008053784414122833,-0.010662902113017432,0.008553017636329962,0.011162135335224562,3977.05,N,False,Correct
9.513261890754243e-05,-0.008208782967540355,-0.010818062353289064,0.00839904820535544,0.01100832759110415,3980.64,P,True,Correct
-0.00013546072247249267,-0.008439389732010194,-0.011048673335599411,0.00816846828706521,0.010777751890654427,3985.0,P,True,Correct
0.0001349121189423857,-0.00816943843492223,-0.010778854497338964,0.008439262672807002,0.011048678735223737,3986.52,N,True,Not Correct
0.00022453943090386153,-0.008080010118506906,-0.01068948870985605,0.00852908898031463,0.011138567571663774,3990.0,P,True,Correct
-8.827946087987739e-05,-0.008392999866383564,-0.011002532144608078,0.008216440944623808,0.010825973222848322,3964.66,P,False,Not Correct
-1.6998576320912247e-05,-0.008322143718636633,-0.010931809458840194,0.00828814656599481,0.01089781230619837,3971.78,N,True,Not Correct
0.00025554335676332765,-0.008049607456903494,-0.010659274979174727,0.00856069417043015,0.011170361692701383,3951.1,N,False,Correct
4.591684934504522e-05,-0.008259699254259168,-0.010869512981224969,0.00835153295294926,0.01096134667991506,3956.31,P,True,Correct
-0.0001161727568266959,-0.008421863977606593,-0.011031701308099669,0.0081895184639532,0.010799355794446276,3947.95,P,False,Not Correct
0.00017366690717941904,-0.008132309118048136,-0.010742235940584634,0.008479642932406975,0.011089569754943473,3948.41,N,True,Not Correct
0.00018569209717969989,-0.008120579102187723,-0.010730598675161091,0.008491963296547122,0.01110198286952049,3954.0,P,True,Correct
-0.0001067107145180192,-0.008413044177623282,-0.011023083315281035,0.008199622748587244,0.010809661886244997,3953.79,P,False,Not Correct
3.078441987153414e-05,-0.00827598999524425,-0.010886167690065693,0.008337558834987319,0.01094773652980876,3954.52,N,True,Not Correct
0.00024933737660660905,-0.00805744564633684,-0.010667626045933763,0.008556120399550058,0.011166300799146982,3950.12,P,False,Not Correct
1.8943032534355796e-06,-0.00830525890625225,-0.010915555626897439,0.00830904751275912,0.010919344233404309,3967.82,P,True,Correct
-8.755483712217266e-05,-0.008394870001928453,-0.011005217612617364,0.008219760327684109,0.01083010793837302,3967.0,P,False,Not Correct
0.00020252647623276288,-0.008104944966178175,-0.010715341682849443,0.008509997918643701,0.01112039463531497,3958.53,N,False,Correct
0.00014268494343223285,-0.008165145778331745,-0.010775655388757755,0.00845051566519621,0.01106102527562222,3969.33,P,True,Correct
-0.00011324395245391612,-0.008421081769149167,-0.011031593608964158,0.008194593864241333,0.010805105704056324,3974.99,P,True,Correct
7.659784506254433e-05,-0.008231643210044642,-0.010842281756551778,0.008384838900169729,0.010995477446676866,3971.75,N,False,Correct
0.0002323864747088869,-0.008075912756406067,-0.01068656958313971,0.00854068570582384,0.011151342532557482,3965.89,P,False,Not Correct
-3.469403484309411e-05,-0.008343247221833243,-0.010953983847286313,0.008273859152147055,0.010884595777600125,3966.51,P,True,Correct
-5.212241683102091e-05,-0.008360921265286318,-0.010971735083166288,0.008256676431624276,0.010867490249504246,3969.0,N,True,Not Correct
0.0002205625208308111,-0.008088296113323968,-0.01069912871723224,0.008529421154985591,0.011140253758893862,3972.98,N,True,Not Correct
9.84765724214553e-05,-0.00821075956737257,-0.010821710792149785,0.008407712712215482,0.011018663936992697,3975.0,P,True,Correct
-0.00010847371518592276,-0.008417715093908335,-0.011028667964876157,0.00820076766353649,0.010811720534504313,3978.85,P,True,Correct
0.00011782335500287093,-0.008191742739677531,-0.010802797643794243,0.008427389449683272,0.011038444353799984,3969.3,N,False,Correct
0.00020661541002960407,-0.008103082147859942,-0.010714178360710834,0.008516312967919151,0.011127409180770043,3965.45,P,False,Not Correct
-6.22454088497515e-05,-0.0083720855251079,-0.010983226533044744,0.008247594707408396,0.010858735715345241,3984.0,P,True,Correct
-1.2595238096161612e-05,-0.008322738920422844,-0.010933975315731658,0.00829754844423052,0.010908784839539335,3994.88,N,True,Not Correct
0.0002275814406720436,-0.008082570603243277,-0.010693809625953664,0.008537733484587364,0.01114897250729775,4002.21,N,True,Not Correct
5.585203382719249e-05,-0.008254649130488588,-0.010865997854779461,0.008366353198142974,0.010977701922433847,3986.91,P,False,Not Correct
-9.3631515487569e-05,-0.008404177422494066,-0.011015540205957306,0.008216914391518927,0.010828277174982167,3979.96,P,False,Not Correct
0.00015233940750311362,-0.0081584325994769,-0.010769866428700887,0.008463111414483129,0.011074545243707115,3940.07,N,False,Correct
0.00017432425887647018,-0.008136651880436198,-0.010748149852687894,0.008485300398189139,0.011096798370440836,3952.76,P,True,Correct
-7.983945676695613e-05,-0.008390872628690978,-0.01100238852188799,0.008231193715157067,0.010842709608354078,3958.33,P,True,Correct
2.828487110891089e-05,-0.008283071170916553,-0.01089468851725229,0.008339640913134374,0.01095125825947011,3966.92,N,True,Not Correct
0.00022407488363239165,-0.008087284118404746,-0.010698902394843562,0.008535433885669531,0.011147052162108347,3955.4,P,False,Not Correct
1.7268136444083704e-05,-0.00829437537635768,-0.010906083052558023,0.00832891164924585,0.010940619325446191,3952.61,P,False,Not Correct
-7.045797134537941e-05,-0.008382207897659845,-0.010993949011409276,0.008241291954969088,0.010853033068718519,3954.51,P,True,Correct
0.00017860871974104665,-0.008133270919180506,-0.01074505279158508,0.008490488358662599,0.011102270231067173,3961.14,N,True,Not Correct
0.00013801745022420928,-0.008174118383426,-0.010785980758048748,0.008450153283874419,0.011062015658497166,3965.14,P,True,Correct
-8.723725177084643e-05,-0.008399382520958797,-0.011011247860442382,0.008224908017417105,0.01083677335690069,3960.95,P,False,Not Correct
6.792236020706791e-05,-0.008244524878639093,-0.010856485103866168,0.008380369599053228,0.010992329824280302,3966.84,N,True,Not Correct
0.0002111327915878594,-0.008101348590568198,-0.010713319544400801,0.008523614173743916,0.011135585127576519,3967.41,P,True,Correct
-1.526841568425964e-05,-0.008327950796597554,-0.010939984908817108,0.008297413965229034,0.010909448077448588,3961.96,P,False,Not Correct
-4.105467250998249e-05,-0.008353906399208789,-0.010965993723730734,0.008271797054188824,0.01088388437871077,3959.04,N,False,Correct
0.00019572295410783913,-0.008117182859022748,-0.01072928717873329,0.008508628767238425,0.011120733086948968,3963.81,N,True,Not Correct
0.00010023463444085261,-0.008212947045117408,-0.010825138048341945,0.008413416313999115,0.011025607317223652,3972.0,P,True,Correct
-8.483903668876015e-05,-0.008398022207694367,-0.011010213679565626,0.008228344134316848,0.010840535606188107,3976.13,P,True,Correct
0.00010401340730970744,-0.008209418770962913,-0.010821688486588212,0.008417445585582327,0.011029715301207626,3976.34,N,True,Not Correct
0.00019032735420443025,-0.008123190703940164,-0.010735487404977016,0.008503845412349024,0.011116142113385876,3969.99,P,False,Not Correct
-4.028539673490132e-05,-0.008353921194567024,-0.01096625489209503,0.008273350401097222,0.010885684098625227,3981.57,P,True,Correct
-7.726466022256456e-06,-0.008321578222253209,-0.010933979778828238,0.008306125290208695,0.010918526846783724,3976.53,N,False,Correct
0.0002034054823094338,-0.008110456575101288,-0.010722861368541593,0.008517267539720156,0.011129672333160461,3975.75,N,False,Correct
6.339350473639859e-05,-0.00825072948369199,-0.010863216267600334,0.008377516493164787,0.010990003277073132,3975.98,P,True,Correct
-7.360666046771778e-05,-0.008387755474620638,-0.011000250373559771,0.008240542153685203,0.010853037052624337,3957.83,P,False,Not Correct
0.00013466153369130854,-0.008179665705318131,-0.010792216669410526,0.00844898877270075,0.011061539736793144,3960.92,N,True,Not Correct
0.00016357734260550946,-0.008150890143794148,-0.01076348517681046,0.008478044829005167,0.01109063986202148,3958.46,P,False,Not Correct
-5.6889941480809265e-05,-0.008371408446331038,-0.010984019510506385,0.00825762856336942,0.010870239627544766,3962.1,P,True,Correct
2.717546232170213e-05,-0.008287578509900037,-0.01090026356328591,0.008341929434543443,0.010954614487929315,3959.67,N,False,Correct
0.00020197555273036112,-0.008112779034785543,-0.010725464281510853,0.008516730140246266,0.011129415386971576,3974.83,P,True,Correct
2.9653121575755792e-05,-0.008285319161408435,-0.010898072813007547,0.008344625404559946,0.010957379056159058,3971.99,P,False,Not Correct
-5.495836840322931e-05,-0.008369999738600567,-0.010982775098975403,0.00826008300179411,0.010872858362168945,3968.11,P,False,Not Correct
0.00015845884565752837,-0.008156689151531211,-0.010769498016535005,0.008473606842846268,0.011086415707850062,3968.09,N,False,Correct
0.0001330026972506594,-0.008182327118974042,-0.010795193115659575,0.008448332513475362,0.011061198510160896,3972.48,P,True,Correct
-6.477450103459643e-05,-0.008380115274508318,-0.010992984714211026,0.008250566272439126,0.010863435712141834,3973.72,P,True,Correct
6.140024654334528e-05,-0.00825416577541237,-0.010867105993317798,0.00837696626849906,0.010989906486404487,3980.72,N,True,Not Correct
0.0001922792531771411,-0.008123306107399548,-0.010736252401940092,0.00850786461375383,0.011120810908294374,3992.19,P,True,Correct
8.043326656357078e-07,-0.008314939190480708,-0.01092793518330254,0.00831654785581198,0.010929543848633812,3994.54,P,True,Correct
-3.064463943272636e-05,-0.008346504104591377,-0.010959536529033868,0.008285214825725922,0.010898247250168414,3988.44,P,False,Not Correct
0.00017453083353279373,-0.008141376521290097,-0.010754423993755705,0.008490438188355685,0.011103485660821293,3994.87,N,True,Not Correct
0.00010077901354237588,-0.008215329119923332,-0.010828439681610928,0.008416887147008084,0.01102999770869568,3993.56,P,False,Not Correct
-6.418675357560007e-05,-0.008380295050046737,-0.01099340566295435,0.008251921542895536,0.01086503215580315,3989.18,P,False,Not Correct
9.292568673470579e-05,-0.008223372724669584,-0.010836543076018761,0.008409224098138997,0.011022394449488174,3992.32,N,True,Not Correct
0.0001755942285119527,-0.008140759570775612,-0.010753947326259086,0.008491948027799519,0.01110513578328299,4001.3,P,True,Correct
-2.1808313796637307e-05,-0.008338258465510855,-0.010951476497121056,0.00829464183791758,0.01090785986952778,3965.3,P,False,Not Correct
-2.6141905730408133e-06,-0.008319217226866153,-0.010932483298292746,0.00831398884572007,0.010927254917146663,3972.39,N,True,Not Correct
0.00018254504332029266,-0.008134069405282381,-0.010747339062716535,0.008499159491922967,0.01111242914935712,3973.07,N,True,Not Correct
6.900077139969749e-05,-0.008247807931698319,-0.010861138628318747,0.008385809474497713,0.010999140171118141,3976.4,P,True,Correct
-5.586830075104371e-05,-0.00837269131788436,-0.010986026512300658,0.00826095471638227,0.010874289910798569,3976.97,P,True,Correct
0.00012006201373587053,-0.008196901011933403,-0.010810280200220172,0.008437025039405145,0.011050404227691914,3986.38,N,True,Not Correct
0.00015351612680577972,-0.008163542569343514,-0.010776951819473848,0.008470574822955075,0.011083984073085409,3980.68,P,False,Not Correct
-3.733104405776103e-05,-0.008354434491598325,-0.010967857803634937,0.008279772403482804,0.010893195715519416,3985.03,P,True,Correct
2.7120894103875083e-05,-0.008290153575820372,-0.0109036306269847,0.008344395364028121,0.010957872415192449,3989.7,N,True,Not Correct
0.00018268610446431935,-0.008134588370875299,-0.01074806542374126,0.008499960579803937,0.011113437632669898,3975.0,P,False,Not Correct
3.956088691769405e-05,-0.008277879439232343,-0.010891408606199929,0.008357001213067733,0.010970530380035318,3993.49,P,True,Correct
-4.096847373392826e-05,-0.008358453041346586,-0.010971996109989255,0.00827651609387873,0.0108900591625214,3994.69,P,True,Correct
0.00014152681827523202,-0.00817604463594284,-0.010789615006335634,0.008459098272493304,0.011072668642886098,3997.2,N,True,Not Correct
0.00012783519299036086,-0.008189864650298475,-0.01080347536346116,0.008445535036279197,0.011059145749441883,3997.79,P,True,Correct
-4.541182127880541e-05,-0.008363123345894305,-0.010976737729595853,0.008272299703336693,0.010885914087038241,4001.61,P,True,Correct
5.661264571446328e-05,-0.008261266239181969,-0.010874933211295151,0.008374491530610897,0.010988158502724079,4000.0,N,False,Correct
0.0001756014335669285,-0.00814228790411394,-0.010755958160730036,0.008493490771247796,0.011107161027863893,4004.51,P,True,Correct
1.4052541518862622e-05,-0.008303960568255922,-0.010917669716882641,0.008332065651293649,0.010945774799920368,3996.98,P,False,Not Correct
-2.0940557709648238e-05,-0.00833903245706862,-0.010952766363176996,0.008297151341649324,0.0109108852477577,4007.93,P,True,Correct
0.00015648899635393402,-0.008161644549040982,-0.010775391541282271,0.008474622541748848,0.011088369533990141,4013.7,N,True,Not Correct
0.00010041132591123391,-0.008217867742105462,-0.010831660460868564,0.00841869039392793,0.011032483112691031,4012.07,P,False,Not Correct
-4.6179921972301164e-05,-0.008364459034592948,-0.010978251767371628,0.008272099190648346,0.010885891923427026,4010.04,P,False,Not Correct
8.409017710580762e-05,-0.008234333465564679,-0.01084817161297646,0.008402513819776294,0.011016351967188075,4031.24,N,True,Not Correct
0.00016232335496051763,-0.008156135485391439,-0.01076998469271631,0.008480782195312475,0.011094631402637346,4032.0,P,True,Correct
-6.302605205059782e-06,-0.008324839640269319,-0.010938713418153556,0.0083122344298592,0.010926108207743437,4039.05,P,True,Correct
2.571797592396981e-06,-0.008316072912886928,-0.010929980524838715,0.008321216508071721,0.010935124120023508,,N,False,Correct
0.00016458162342093083,-0.008154074870148086,-0.010767986184614997,0.00848323811698995,0.01109714943145686,,P,False,Not Correct
7.305531513475078e-05,-0.008245745225583152,-0.010859701802944684,0.008391855855852653,0.011005812433214185,,P,False,Not Correct
-4.019798187407511e-05,-0.008359006034927254,-0.010972964972835614,0.008278610071179103,0.010892569009087463,,P,False,Not Correct
0.0001080524821861243,-0.00821086484624887,-0.010824858120970768,0.008426969810621117,0.011040963085343015,,N,False,Correct
0.00014417433301725137,-0.008174807750360563,-0.010788821372560186,0.008463156416395065,0.011077170038594689,,P,False,Not Correct
-2.0697657282693762e-05,-0.008339718348592514,-0.010953744102283608,0.008298323034027126,0.010912348787718221,,P,False,Not Correct
2.785026485304485e-05,-0.00829129411892617,-0.010905358739608049,0.00834699464863226,0.010961059269314139,,N,False,Correct
0.00016588556426037733,-0.008153259026825265,-0.010767323712647544,0.00848503015534602,0.011099094841168299,,P,False,Not Correct
4.742295561902259e-05,-0.00827184745329045,-0.010885951673938275,0.008366693364528496,0.010980797585176321,,P,False,Not Correct
-2.839171753375418e-05,-0.00834769000841622,-0.01096180299021493,0.008290906573348713,0.010905019555147423,,P,False,Not Correct
0.00012733711225378493,-0.008192031416719382,-0.01080616646892575,0.00844670564122695,0.011060840693433318,,N,False,Correct
0.00012266247896178866,-0.008196796230432443,-0.010810959619380826,0.008442121188356022,0.011056284577304405,,P,False,Not Correct
